,对话编号,私信位置,应答,错最多次相应的应答,是否相同,问题类型,仅含车型信息,是否问句,是否首句,车型,车型配置,门店地址,留联系方式,新车,二手车,求联系,车型_陈述,该句车型,是否留过联系方式,上牌_问句,落地价_问句,裸车价_问句,优惠_问句,现车_问句,贷款_问句,非九大类问句,非九大类问句_首句,非九大类问句_首句_车型,分词结果,具体车型,Y,Ys,Z
372,164,2,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['HANSHENG', '@', 'GSM', '.', 'PKU', '.', 'EDU', '.', 'CN']",Q5,1,1,1
373,165,1,哪个配置？,哪个配置？,相同,落地价问题,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"['A638', '万能', '落地', '不', '？']",A6,4,4,1
374,165,2,落地XX万左右。,落地XX万左右。,相同,落地价问题,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['顶配'],A6,0,0,1
375,165,3,【空】,【空】,相同,non,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['好'],A6,7,7,1
376,166,1,新车还是二手车？,新车还是二手车？,相同,现车问题,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"['A6L', '有', '现车', '吗']",A6,3,3,1
377,166,2,哪个配置？,【留资】,不同,non,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['新车', '有', '吗']",A6,6,4,0
378,167,1,目前优惠XX个点。,目前优惠XX个点。,相同,优惠问题,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"['亲', '！', '你们', '边', '现在', 'Q5L40', '豪华', '动感', '39', '万多', '还有', '优惠', '吗']",Q5L,9,9,1
379,167,2,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['13458556655'],Q5L,1,1,1
380,168,1,您想咨询哪款车型？,您想咨询哪款车型？,相同,non,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['你好'],空,2,2,1
381,168,2,您想咨询哪款车型？,您想咨询哪款车型？,相同,现车问题,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"['有', '现车', '不']",空,2,2,1
382,169,1,哪个配置？,哪个配置？,相同,优惠问题,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"['Q3', '最多', '优惠', '多少', '？']",Q3,4,4,1
383,169,2,目前优惠XX个点。,目前优惠XX个点。,相同,优惠问题,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['中配'],Q3,9,9,1
384,169,3,【空】,【空】,相同,non,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['好'],Q3,7,7,1
385,169,4,收到，尽快联系您！,【_店地址】,不同,non,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['13287899087'],Q3,12,1,0
386,170,1,您想咨询哪款车型？,您想咨询哪款车型？,相同,现车问题,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"['有', '合适', '二手车', '吗', '？']",空,2,2,1
387,170,2,【留资】,【留资】,相同,non,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"['A6L', '落地', '价低', '一点儿']",A6,6,6,1
388,171,1,【_店地址】,有的/目前没有，但是很快就到/我们店没这款车。,不同,non,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['发个', '地址', '哦', '！', '有', '时间', '过来', '学习', '一下', '车']",空,10,12,0
389,171,2,落地XX万左右。,落地XX万左右。,相同,落地价问题,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"['A4L', '时尚', '动感']",A4,0,0,1
390,171,3,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['18430481001'],A4,1,1,1
391,172,1,您想咨询哪款车型？,您想咨询哪款车型？,相同,non,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['我', '想', '买车']",空,2,2,1
392,172,2,新车还是二手车？,新车还是二手车？,相同,落地价问题,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"['奥迪', 'A6']",A6,3,3,1
393,172,3,新车还是二手车？,新车还是二手车？,相同,落地价问题,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"['奥迪', 'A4']",A4,3,3,1
394,172,4,新车还是二手车？,新车还是二手车？,相同,落地价问题,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,['Q5'],Q5,3,3,1
395,172,5,哪个配置？,【空】,不同,落地价问题,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['新车'],Q5,7,4,0
396,172,6,有的/目前没有，但是很快就到/我们店没这款车。,哪个配置？,不同,现车问题,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"['有', '二手车', '吗']",Q5,4,10,0
397,172,7,落地XX万左右。,哪个配置？,不同,落地价问题,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,['如何'],Q5,4,0,0
398,172,8,落地XX万左右。,落地XX万左右。,相同,落地价问题,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"['Q7', '最低', '配', '68', '万能', '落地', '吗']",Q7,0,0,1
399,172,9,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['139888820943'],Q7,1,1,1
400,172,10,【空】,【空】,相同,non,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['好滴'],Q7,7,7,1
401,172,11,新车还是二手车？,新车还是二手车？,相同,落地价问题,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,"['好滴', 'A4', '多少', '钱', '了']",A4,3,3,1
402,172,12,【空】,【空】,相同,non,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"['带', '地图', '吗']",A4,7,7,1
403,172,13,【空】,【空】,相同,non,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"['有', '几种', '配置']",A4,7,7,1
404,172,14,【空】,【空】,相同,non,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"['什么', '时候', '可以', '回复']",A4,7,7,1
405,173,1,落地XX万左右。,落地XX万左右。,相同,落地价问题,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"['A8', '入门级', '什么']",A8,0,0,1
406,173,2,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['17380983578'],A8,1,1,1
407,174,1,落地XX万左右。,【店里统一分配顾问】,不同,落地价问题,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"['A6L45', '动感', '40', '万能', '落地', '不']",A6,5,0,0
408,175,1,落地XX万左右。,落地XX万左右。,相同,落地价问题,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"['A4', '时尚', '动感', '落地', '最低', '多少', '？']",A4,0,0,1
409,175,2,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['好', '19829384859']",A4,1,1,1
410,175,3,【空】,落地XX万左右。,不同,non,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"['可以', '加个', '微信', '吗']",A4,0,7,0
411,176,1,落地XX万左右。,落地XX万左右。,相同,落地价问题,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"['A640', '落地', '多少', '钱', '？']",A6,0,0,1
412,176,2,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['13051971800'],A6,1,1,1
413,177,1,【留资】,【留资】,相同,non,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,"['车展', '定个', 'A445', '多久', '可以', '拿车']",A4,6,6,1
414,177,2,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['13882553420'],A4,1,1,1
415,178,1,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['17777777777'],空,1,1,1
416,179,1,新车还是二手车？,新车还是二手车？,相同,贷款问题,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['奥迪', 'A6', '多少', '钱', '？', '预', '首付', '多少', '？']",A6,3,3,1
417,179,2,落地XX万左右。,【留资】,不同,贷款问题,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,['二手车'],A6,6,0,0
418,180,1,您想咨询哪款车型？,您想咨询哪款车型？,相同,non,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['你好'],空,2,2,1
419,180,2,您想咨询哪款车型？,您想咨询哪款车型？,相同,现车问题,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"['6L', '臻', '选', '动感', '有', '现车', '吗']",空,2,2,1
420,181,1,【留资】,【留资】,相同,non,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,"['我', '朋友', '买', 'A4L', '只', '30', '万', '你们', '这', '可以', '差不多', '价', '吗']",A4,6,6,1
421,181,2,有的/目前没有，但是很快就到/我们店没这款车。,有的/目前没有，但是很快就到/我们店没这款车。,相同,现车问题,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,"['A4L', '二手车', '30', '万有', '吗']",A4,10,10,1
422,181,3,有的/目前没有，但是很快就到/我们店没这款车。,有的/目前没有，但是很快就到/我们店没这款车。,相同,现车问题,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,"['35', '万', 'A4L', '二手车', '有', '吗']",A4,10,10,1
423,182,1,哪个配置？,哪个配置？,相同,落地价问题,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"['你好', '目前', 'A6', '什么', '价', '：']",A6,4,4,1
424,183,1,哪个配置？,哪个配置？,相同,优惠问题,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"['购买', '奥迪', 'A6', '有', '优惠', '吗']",A6,4,4,1
425,183,2,哪个配置？,【空】,不同,non,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['21'],A6,7,4,0
426,183,3,目前优惠XX个点。,收到，尽快联系您！,不同,non,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,['A6ALLROAD'],A6,1,9,0
427,184,1,您想咨询哪款车型？,您想咨询哪款车型？,相同,non,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['你好', '我', '还', '没钱买', '车想', '先', '问问', '价']",空,2,2,1
428,184,2,哪个配置？,哪个配置？,相同,落地价问题,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,['A6'],A6,4,4,1
429,185,1,【留资】,【留资】,相同,non,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,"['介绍', '下', 'A8', '？']",A8,6,6,1
430,185,2,哪个配置？,哪个配置？,相同,落地价问题,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"['介绍', '下', 'A8', '新车', '价位', '？']",A8,4,4,1
431,185,3,落地XX万左右。,【留资】,不同,non,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"['A8L', '豪华', '价位']",A8L,6,0,0
432,186,1,裸车XX万左右。,裸车XX万左右。,相同,裸车价问题,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"['Q5L45', '豪华', '动感', '裸车', '多少']",Q5L,11,11,1
433,186,2,【留资】,【留资】,相同,non,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['全', '？']",Q5L,6,6,1
434,186,3,【留资】,【留资】,相同,non,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"['A5', '现在', '降价', '了', '没']",A5,6,6,1
435,186,4,【留资】,【留资】,相同,non,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"['现在', 'A4', '四驱', '系统', '是不是', '电控', '分时', '四驱']",A4,6,6,1
436,187,1,哪个配置？,哪个配置？,相同,落地价问题,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,"['A3L', '现在', '什么', '优惠', '有', '多少']",A3L,4,4,1
437,187,2,【留资】,【留资】,相同,non,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['你', '给', '我', '介绍', '一下', '都', '有', '哪些', '配置']",A3L,6,6,1
438,187,3,【空】,【空】,相同,non,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['666'],A3L,7,7,1
439,188,1,您想咨询哪款车型？,您想咨询哪款车型？,相同,non,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"['今天', '直播', '内容', '是', '啥', '我', '错过', '了', '?', '?', '?', '?']",空,2,2,1
440,188,2,【留资】,【留资】,相同,non,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['你们', '今天', '直播', '了', '哪些', '车', '？']",空,6,6,1
441,189,1,省内可以/外省不行。,省内可以/外省不行。,相同,non,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['可以', '上', '外地', '牌照', '吗']",空,8,8,1
442,189,2,落地XX万左右。,【留资】,不同,non,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"['A4L', '四驱', '天云灰']",A4,6,0,0
443,189,3,省内可以/外省不行。,省内可以/外省不行。,相同,non,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['可以', '上', '外地', '牌', '吗']",A4,8,8,1
444,189,4,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['VX', ':', '13816732704']",A4,1,1,1
445,190,1,落地XX万左右。,落地XX万左右。,相同,落地价问题,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"['你好', 'Q5L', '时尚', '动感', '最低', '落地', '几个', '钱']",Q5L,0,0,1
446,190,2,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['12345678910'],Q5L,1,1,1
447,191,1,目前优惠XX个点。,裸车XX万左右。,不同,优惠问题,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"['你好', 'Q3', '动感', '低配', '现在', '有', '优惠', '吗']",Q3,11,9,0
448,191,2,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['18280435840'],Q3,1,1,1
449,192,1,【留资】,【留资】,相同,non,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,"['Q72.0', '是不是', '涨价', '了', '？']",Q7,6,6,1
450,193,1,新车还是二手车？,【留资】,不同,non,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"['A645', '两驱']",A6,6,3,0
451,193,2,落地XX万左右。,落地XX万左右。,相同,落地价问题,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['新车'],A6,0,0,1
452,194,1,落地XX万左右。,落地XX万左右。,相同,落地价问题,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"['A3', '最低', '配', '落地', '多少', '？', '现在', '只', '说', '。', '哪里', '便宜', '哪里', '买', '了']",A3,0,0,1
453,194,2,【空】,【空】,相同,non,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['好'],A3,7,7,1
454,195,1,新车还是二手车？,新车还是二手车？,相同,现车问题,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"['Q5L', '红色', '外观', '有', '现车', '吗']",Q5L,3,3,1
455,195,2,哪个配置？,哪个配置？,相同,现车问题,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['新车'],Q5L,4,4,1
456,195,3,哪个配置？,哪个配置？,相同,现车问题,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"['新车', '有', '吗', 'Q5L', '红色', '外观']",Q5L,4,4,1
457,196,1,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['15964011989', '加微信']",空,1,1,1
458,197,1,落地XX万左右。,【留资】,不同,non,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,['1718A6'],A6,6,0,0
459,197,2,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,['15805439457'],A6,1,1,1
460,197,3,有的/目前没有，但是很快就到/我们店没这款车。,有的/目前没有，但是很快就到/我们店没这款车。,相同,现车问题,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,"['18A6', '有', '了', '吗']",A6,10,10,1
461,198,1,新车还是二手车？,新车还是二手车？,相同,落地价问题,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"['我想', '问下', 'Q3', '全部', '办', '下来', '多少', '钱']",Q3,3,3,1
462,198,2,哪个配置？,哪个配置？,相同,落地价问题,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['新车'],Q3,4,4,1
463,199,1,您想咨询哪款车型？,您想咨询哪款车型？,相同,non,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"['给', '我', '安排', '一个', '销售', '！']",空,2,2,1
464,199,2,新车还是二手车？,新车还是二手车？,相同,落地价问题,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,['A4'],A4,3,3,1
465,199,3,落地XX万左右。,落地XX万左右。,相同,落地价问题,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,['二手'],A4,0,0,1
466,200,1,目前优惠XX个点。,目前优惠XX个点。,相同,裸车价问题,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,"['Q755', '顶配', '裸车', '可以', '优惠', '几个', '点']",Q7,9,9,1
467,201,1,新车还是二手车？,新车还是二手车？,相同,落地价问题,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,['A5'],A5,3,3,1
468,201,2,落地XX万左右。,落地XX万左右。,相同,落地价问题,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,['二手'],A5,0,0,1
469,202,1,您想咨询哪款车型？,您想咨询哪款车型？,相同,non,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['主播', '你好']",空,2,2,1
470,202,2,新车还是二手车？,新车还是二手车？,相同,落地价问题,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"['你好', '我', '是', '徐州', '四驱', 'A6', '多少', '钱', '近期', '准备', '购买']",A6,3,3,1
471,202,3,落地XX万左右。,落地XX万左右。,相同,落地价问题,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['新车'],A6,0,0,1
472,202,4,落地XX万左右。,落地XX万左右。,相同,落地价问题,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"['多少', '钱', '？']",A6,0,0,1
473,202,5,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['微信', 'RT', '_', 'ENZYME']",A6,1,1,1
474,203,1,您想咨询哪款车型？,您想咨询哪款车型？,相同,non,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['HELLO'],空,2,2,1
475,203,2,目前优惠XX个点。,目前优惠XX个点。,相同,优惠问题,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"['A6L55', '尊享', '动感', '优惠', '多少', '个', '？', '点']",A6,9,9,1
476,203,3,【留资】,【留资】,相同,non,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['能', '留', '你们', '电话', '吗', '我', '回头', '给', '你们', '打']",A6,6,6,1
477,203,4,【空】,【空】,相同,non,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['算了'],A6,7,7,1
478,204,1,落地XX万左右。,落地XX万左右。,相同,落地价问题,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"['A6.40', '动感', '啥', '价']",A6,0,0,1
479,204,2,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['18810000000'],A6,1,1,1
480,204,3,【空】,【空】,相同,non,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"['尽快', '是', '多久']",A6,7,7,1
481,205,1,【留资】,【留资】,相同,non,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,"['您好', '问', '一下', 'Q5L', '中', '都', '什么', '配置', '车有', '货']",Q5L,6,6,1
482,205,2,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['13254667899', '李']",Q5L,1,1,1
483,206,1,哪个配置？,哪个配置？,相同,落地价问题,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"['A5', '落地', '几', '多米', '？']",A5,4,4,1
484,207,1,【_店地址】,【_店地址】,相同,non,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['你们', '家', '门店', '在', '哪', '？']",空,12,12,1
485,207,2,【留资】,【留资】,相同,non,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"['想', '看看', 'A4L40', '动感', '豪华']",A4,6,6,1
486,208,1,新车还是二手车？,新车还是二手车？,相同,现车问题,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"['A440', '四驱', '有', '现车', '吗']",A4,3,3,1
487,208,2,有的/目前没有，但是很快就到/我们店没这款车。,有的/目前没有，但是很快就到/我们店没这款车。,相同,现车问题,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,['二手车'],A4,10,10,1
488,209,1,您想咨询哪款车型？,您想咨询哪款车型？,相同,non,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['你好'],空,2,2,1
489,209,2,【空】,您想咨询哪款车型？,不同,non,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['【', '笑脸', '】']",空,2,7,0
490,209,3,落地XX万左右。,【_店地址】,不同,落地价问题,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"['咨询', '一下', '奥迪', 'Q3', '进取', '动感', '落地', '价', '多少', '钱']",Q3,12,0,0
491,209,4,裸车XX万左右。,裸车XX万左右。,相同,裸车价问题,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"['裸', '车价', '多少', '钱']",Q3,11,11,1
492,209,5,【留资】,【空】,不同,non,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['留个', '联系方式', '你们', '联系', '我']",Q3,7,6,0
493,209,6,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['15135129250'],Q3,1,1,1
494,210,1,哪个配置？,【空】,不同,现车问题,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"['Q2', '刚', '上市', '新有', '吗', '？']",Q2,7,4,0
495,210,2,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['13051971800'],Q2,1,1,1
496,210,3,【空】,【空】,相同,non,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['好', '谢谢']",Q2,7,7,1
497,211,1,您想咨询哪款车型？,您想咨询哪款车型？,相同,现车问题,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"['有没有', '二手', '奥迪', 'A']",空,2,2,1
498,211,2,有的/目前没有，但是很快就到/我们店没这款车。,有的/目前没有，但是很快就到/我们店没这款车。,相同,现车问题,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,"['二手', '奥迪', 'Q5']",Q5,10,10,1
499,212,1,落地XX万左右。,落地XX万左右。,相同,落地价问题,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,"['请问', 'A6L40', '豪华', '动感', '落地', '多少', '分期', '？']",A6,0,0,1
500,212,2,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['13051971801'],A6,1,1,1
501,213,1,哪个配置？,哪个配置？,相同,优惠问题,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"['A6L', '双十', '一有', '什么', '优惠', '吗']",A6,4,4,1
502,213,2,目前优惠XX个点。,目前优惠XX个点。,相同,优惠问题,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"['时尚', '动感']",A6,9,9,1
503,214,1,落地XX万左右。,落地XX万左右。,相同,落地价问题,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"['A4', '瓦罐', '顶配', '落地', '好多钱']",A4,0,0,1
504,215,1,您想咨询哪款车型？,您想咨询哪款车型？,相同,non,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['你好'],空,2,2,1
505,215,2,【留资】,【留资】,相同,non,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"['有', '什么', '二手车']",空,6,6,1
